VR_LANCAMENTO,Valores_aleatorios
16666.75,1281853
150,435742
100,2801672
800,4253339
75,1739087
979.1,2809994
19.69,1352616
1.2,1888812
3000,4245720
850,3662409
10.45,3984791
50,1613678
723.16,1977430
2.6,3206239
150,436424
793.31,3965190
42,3431839
1412.82,4231427
84,4700794
26.21,1350063
108.58,4520914
2.25,2667568
6284.27,3873305
1.2,1818593
7217.83,2991654
3600,1007400
12951.09,3120568
495.79,3141182
300,688311
217.08,154084
10,1183774
19.69,1686899
0.15,946360
10.45,590325
1004.6,2522008
5327,1971163
7.4,965160
1.2,2584474
1.2,4803462
1.2,1975998
3571.43,2765298
1.2,4564885
1.2,2091118
5706.04,4006745
375,287637
10.45,2364847
1.2,3745547
58066.89,295717
1254.01,1958237
1.2,1638195
10.45,1456646
12258,2913551
240,1792189
60,1727490
14,1230494
7.61,2434713
1.8,149426
19.69,3802005
1200,1425849
1.2,1117094
74.3,2452359
1000,1248239
139.51,3706908
20,4129057
35,2630988
50,222610
6200,80782
480,2924207
2476.47,1111070
50,2226344
0.13,2545534
54.95,2514887
50,4826617
331.43,3147806
5582.16,2537362
69,739664
21,878660
8.68,739692
3666.67,915647
100,712917
5.95,4557431
42.74,1918130
19.25,2546883
69,2225183
50.49,3736098
1000,1654563
4.8,4080223
90,1601909
496.77,2719774
674,4769432
78.76,891592
3.1,4512153
10.45,2978762
594.27,3682040
1949.8,3788150
3400,2870392
5300,3466618
1.2,13328
4000,3438182
1.26,4961530
1257.97,3179165
4500,1344785
2.6,903750
44031.35,1349043
10996.42,338877
0.03,614128
1004.6,2855254
800,3464123
180,2532392
1592.5,4703753
6.5,4587314
736,1054151
489.5,3628317
99.64,4022270
711.82,351209
14,2495921
37,2239665
10,2150358
591.26,2154558
437.5,1438647
1.2,4316618
52,1638599
19.25,2252778
13,4627695
300.89,449300
297.99,3522021
22.25,1271028
409.61,4045766
31.77,2976699
60,3634876
1.2,4539201
1.2,1744631
21.22,463689
1.2,202455
10.45,4189654
1.2,1507114
1.2,4199049
1420,3701718
122869.12,2720991
31.19,438273
3.89,2896383
130,2965430
2094.6,1829609
54.95,3056870
52.32,910104
6.62,1837163
1.2,690658
48.97,537680
56,3923020
7,4927529
440,385067
970,2490645
1.2,4614364
1212.11,4833024
1.2,2105910
1.2,4324164
10.45,3956684
80000,545378
2000,1925564
8000,4785381
2690.61,567762
1.2,272575
519.39,4386231
1.2,4883152
2000,4955481
2000,1741443
1593.5,2432331
6027.07,1329314
10.45,1926163
1.2,2171994
232.1,2423327
0.24,2644410
360,1682264
1200,4891374
50,3668750
360,4616669
45,1202287
1.2,1975919
1.2,1296194
12.2,2884948
10,2543079
45,400097
2.6,4256169
4,1311415
84,739574
750,2394367
19.69,3224743
100,175144
415.55,2706822
7,3768531
935.43,1663916
7.75,571022
10.45,751374
19.5,4586232
69.05,1693587
1500,843311
0.35,3045048
10,3485976
798.75,1891389
1000,2975186
3500,3518997
385.2,4734394
24.99,4835171
500,4597270
910,4283156
50,1064846
10.45,4730682
1500,794481
350,173537
110,2146180
18575.05,4351900
7500,65580
6191.68,4134653
5000,2245127
1189.03,2071244
1.2,3782112
10.45,1656164
1.2,4699064
1.2,1251057
10.45,4018945
1165.15,2024682
3000,1112485
24765.15,4432526
299,2362804
120.91,4770716
6,3963410
2612.5,1681007
3387.1,3106693
1056.95,3691835
30,3064264
20,3956605
485.69,2295666
10.45,1024508
1.2,1946047
801.59,2941920
15000,4868328
4900,4385268
836.32,322678
450,1037012
5000,2859182
882.96,3730928
19.69,3806005
1.2,2709745
200,4942918
1.2,378471
3000,515513
47097.62,135300
1.2,4176821
10.45,4159114
4000,67617
3444.93,2938853
1.3,3551308
143.94,565392
30021.12,1901450
997.26,4931906
1094.27,1082042
1292,571642
1.2,4378147
438.23,3130297
70410,1815894
10.45,4223062
350,654741
6500,758316
1000,2912866
2.6,4088961
500,4448724
45000,816746
500,3942097
152.13,4485008
3.1,3797253
141,3784777
315.17,1422123
9.55,4760764
15.74,1463642
11.57,4660856
1281.95,568420
12.15,2352352
52,3373382
5000,1031679
1500,4063460
75,4598869
10.45,2419650
45.44,2942183
100,1646147
196.53,4939587
1118.6,2808780
37.5,2128882
150,2725410
377.56,2184232
10,779949
135.12,2017972
979.4,2195809
3711.23,2141220
2500,2481989
1,4169108
91.42,181767
200,3113262
8.5,578511
1500,4354522
10.78,1453683
23.76,4065414
191.03,4829275
1524.25,849501
95.7,3786114
20.07,4121271
19.25,3757939
35,4394444
10.45,2830263
5977.3,2870824
120,3310706
500.58,1694699
4.8,75333
49,2843580
10.45,759624
1971.78,3085668
2696,1915029
1.2,4365032
10.45,1911577
324.6,2571666
5000,997903
5.2,1964173
98325,4214106
305.9,4826410
2.6,3094102
26155,401446
222.44,3624743
19.25,2468135
60.23,3070237
1.2,4181061
295.32,3839166
9.3,2026607
150,791207
1500,3598355
280,1582024
22.83,4442895
454.6,1503404
2000,968670
2.6,1923336
0.35,3145847
990.6,2635192
1.2,272563
1547.12,2154419
69,1585460
3.1,2632066
140,4261776
10,3028767
100.54,4125590
1800,2218581
3414,3854248
3900,4806016
35,914976
4000,21402
500,2681932
94.38,641244
81150,468903
4127.79,3470860
1.2,4278361
1.2,1943205
1169.87,365094
182.04,1802821
1659.97,1164805
3447.24,4560952
10.45,4974164
72,2366380
6.13,2718834
12.67,3586862
40,1501974
10,2050420
1245.79,1988241
4000,4618871
2000,789465
500,4811314
1260,2747720
330.87,2229299
1494.16,3894838
3755,4242791
141,1251190
1004.6,4190925
18.62,4414437
1.2,1066167
324.98,577466
3124.51,82662
6700,3843078
169.37,2581628
103.99,3524482
76,4967515
1170.34,2679167
840,1189116
1.2,2947112
93.45,3168867
166.88,1325071
120,4471450
10,2094747
42.5,4328600
100,3082879
50,3315923
1222,1055680
52,1059310
7.61,3772456
500,3227251
140,1807696
21,1514354
54.95,32323
49,3876605
2,1041582
948.76,1267472
187.23,4383905
274.15,4448328
3.1,3713867
479.53,3245137
0.35,3270751
92.52,3090667
11435.46,1946678
10,2242461
3.28,4869780
1638.85,2596882
1000,3356358
19.69,1629456
100,1005326
2619.22,3737514
22.25,2807682
276,757305
385,2298327
272.47,3315709
2.95,2216011
20000,643985
655.47,894637
50,2208977
400,2324183
1.2,4168350
54.95,2667387
20000,4432623
3977.3,3301259
487.5,4352093
30000,2471849
1.2,3768100
1000,2390904
63.98,4230770
15.5,79025
42.5,4001988
52,500049
3250,206284
261.25,2756372
60,2969676
1500,3612270
150,1175119
10.45,3680725
10.45,1819721
4000,659178
10.45,4711613
757.66,4582416
322.26,2782133
550,1832954
34329.1,2603943
2050,1086634
1.2,4499438
194.26,376174
39.38,1665113
15.6,2297790
30,1649769
4.8,1089100
30500,583523
4.09,876871
42.3,1074893
2089,2828755
1227.74,568925
10.45,1928126
10.45,3822305
831.26,835882
850.95,2261633
4127.79,3935894
2437.5,81253
3.1,2532771
88.18,167736
200,4229900
80.08,4755328
0.65,1353320
591.26,4577861
3090.11,2886159
10,673437
180.86,811167
594.27,3024407
1100,4148175
10.45,3844093
59000,2730676
240000,767659
11175.48,3268990
10.45,4181585
3666.67,529105
1.2,547065
1592.5,896661
1.15,781108
695.72,1900625
601,4398932
585.29,1070236
100,2298741
44.87,464234
319.03,2059506
50,2980330
120,2463414
52,1539979
59.1,900639
290.71,3378568
34.47,2895769
840,2259507
500,3475109
9.1,4728610
26.18,4536419
120,4479841
99,1227035
115.46,2007920
2792,4134074
140,1342594
6000,4579862
112.59,3633985
500,2536304
30,1205983
120,3945720
700,4969315
1,3830857
200,4821099
0.35,1596211
10,1384999
20.21,539227
10.45,3130677
34.85,895508
292.84,3695633
9.45,6638
68.68,1297510
6.4,3838766
10000,1408548
6.1,3615203
592.45,4703951
1980.53,883072
2.6,4993085
143.16,3528897
7.61,3876304
530,1568237
1.2,4407215
10.45,1771630
67.13,848758
1.2,2177808
1.2,751656
10.45,4835381
10.45,4252712
10.45,3777931
7500,1190841
26383.5,3182608
2094.27,1821564
1.2,573972
10000,3833494
190000,722587
2015,576035
2400,4386593
95.75,37291
2993.44,1404621
4.8,1393285
218,363141
550,3918363
10.45,3213654
1736.94,1191331
2.6,764532
6.4,3325113
22,1647837
200,813395
8.5,1593395
390,4952256
840,3870344
3000,4574393
10.9,3859124
555.18,604070
140,1397721
81.31,808910
0.07,928998
219.1,211819
9373.35,1567103
873.95,4970002
50,4149197
320,3101463
209.42,2130118
56.95,3439361
587.98,1352449
300,4746750
965,1313126
2.6,4363987
100,4513021
1000,3959974
587.58,159470
17279.59,323416
1.2,854804
2377.65,4720210
8300,1461717
1.2,1823664
1734.45,4675318
2,3479721
666.6,2675782
500,2808668
166.5,1536174
497,1217815
54.95,3853798
4.8,2406918
140,3991156
8000,3392959
754.69,927777
6.4,1987207
75,1486549
1711.82,2459023
120000,694748
3300,1436019
32357.73,4997598
8000,2768012
4,3419844
10,3202535
1793,3370833
39.38,863288
180,1708785
49,3511890
6.4,1965483
20.9,2091414
150,717626
2.6,753787
1390,133379
281.3,1102129
1.2,4110060
1300,4723278
2336,2648947
124.93,2669461
43.35,4098062
300,3391974
10,413527
9.6,4848099
46.26,36418
25,2585246
280,2141307
19.69,1195193
500,3022232
3000,2335280
1.2,533204
400,3036203
2000,3255918
50,2468866
2612.5,4341046
5481.52,2650292
9.25,303572
180,4268836
2.6,1002620
4.8,4352713
200.24,479403
200,4873888
2.6,4432215
690.58,2474393
1.2,1205548
1960.55,3010943
75,4429394
42,1762938
39.38,1173575
42.86,2484160
5425,1805790
142.91,1832782
2280,2561962
1.2,3744730
1.2,2915466
235.47,4883486
2696,4348785
1200,2449246
1.2,1076487
1594.27,3219268
2.8,3765017
1375,2551523
1064,3402995
30.06,1214490
2.6,4865888
1.2,1496760
2691.61,1098364
116.14,4453020
1590.66,239506
1,3054787
34.91,641080
227.36,2126584
625,2380071
35,1008158
2.2,2364582
4.8,1537020
679.5,1541440
134.8,3861427
100,2998785
106.14,4935051
90.98,4107253
35.79,4830993
4.8,2158449
1.5,2579146
2169.15,674028
350,4880114
6.45,2262609
4.8,3074923
19.55,1864268
200,2516625
600,2552866
12.35,1717771
1362,4796963
10.45,2366855
2.6,395479
594.27,10080
1031,3497970
1645,3407993
1615.71,4695629
1.2,1638507
1.2,4618759
10.45,3024378
1445.59,4497467
1.2,1451378
1341,3672534
594.27,2468580
594.27,175375
70,1132204
141,2807131
84,3922883
7.12,1152795
170,116200
1.2,1836459
81726,4486226
3000,1969692
1602.01,384154
1.2,3921149
2000,3230566
80.5,1948133
825,3367867
1.2,2625034
84,914449
1278.78,1103453
22.3,4798797
24,3910428
8190,2818709
67.16,4015215
0.37,1048213
300,480792
429,80823
200,3223289
17.45,257008
936.74,3598305
22953.31,1076245
36.5,2590774
2401.5,838244
300,3838300
19.25,867758
600,3410353
815.28,2921642
141,2737243
40.48,4333255
30,3853052
1.5,1762534
10,684779
2.6,601069
715.54,3640499
1.5,3148669
60,3214012
5000,2812604
4.1,2808840
60,1502809
550,4137692
280,3273333
116.18,3064173
40,4410064
10.44,4420654
4.8,2898123
1.2,3833306
1.2,3744486
1950000,2265374
35650,4406588
1.2,391248
1.2,1140340
1181.04,4067525
1.2,400154
22.86,4781242
69,1154453
2100,4194789
284.73,2194913
900,4611849
280,4139520
120,400591
2.6,1766264
96.42,406830
5.25,1564053
668.11,956530
3032.75,311198
19.25,3483296
20,2788372
106.96,648676
2450,4953114
86.12,35810
9865.9,1088176
84,3680441
78.28,950547
1680,2537436
1341.68,470903
100,464909
9000,1282821
295.32,1439933
88,4020017
31.77,1914367
16.32,4329037
300,2799447
70.05,2006506
1000,3891790
1,616204
100,719719
480,2873436
245,1314024
84,3085510
300,1049306
69,2511113
50,2725627
79.82,1216381
608.14,572173
700,4203734
1564.6,2840689
8594.27,4049933
1176.46,2438344
3697.75,4565940
10.45,3499397
10.45,1597533
12.04,1856535
3124.51,1955444
1.53,4022296
73.68,2227238
4000,1029340
9.34,4916503
10.45,1467051
10.45,2671404
62.6,1799770
2473.68,1635877
1.2,4703494
4136.27,344221
1244.27,3982950
10.45,1815112
10.45,1729535
40000,3240251
39.38,2727790
1.2,113222
350,140445
545.67,3556443
24.99,2912699
1.2,1649296
37.5,4903221
55,3647739
20,4400664
182.9,3070476
349.41,4704596
1.2,218156
200,4432902
492.25,1697156
28.25,3968874
1866.2,3838443
20,4425945
15.22,3678182
7,3162163
90,330999
880,369307
3425,3346092
620,1885587
50,2644016
10,244748
0.09,915037
1.2,3455322
1.5,3796245
102,236772
36.5,2465076
46.56,1964213
205,972950
138.95,323661
2006.95,3704003
5572.91,4012583
114,3221607
10.45,3828983
1.2,2108506
3172,1301101
1.2,2267580
41000,3108061
1.2,1039649
594.27,4156895
2571,3871700
10.45,2130450
2.6,4705733
11.5,3922820
1.2,2169069
4.55,3451732
2000,1614066
1200,2096647
100,4694140
32.5,2181568
10.45,63318
55,4006177
820,4723577
8500,2434883
2100,1255258
1159.95,1224260
2,252879
258.72,344688
190,1400530
1.2,3715576
4.8,3866421
4.8,2520545
6000,675158
52,2182168
1050,1065419
24.99,4997561
9.45,3993699
10,1960652
818.14,4918304
326.62,4741137
1.2,665926
52.35,1948914
500,1757708
280,1295165
2.6,2926498
280,1084150
205.1,2608503
10.45,499823
210,1115446
1.2,3898978
4740,2017962
20000,2235596
10,85557
7.61,2159311
1308,388705
12.5,1653355
3,1225878
1800,4661304
1500,3277881
1000,4843743
594.27,3689548
1000,1825947
1.2,4595109
10.45,379284
1.2,3546078
10.45,3485067
10.45,1201203
594.27,427214
594.27,2762604
1500,3604705
164,3115966
1.15,4315794
10.45,2816167
3600,4908401
4.8,1884038
1.2,3285716
10.45,2215812
594.27,1650189
1953,2785232
19.25,3711857
84,1642646
1510,2726683
400,4683726
45,1747887
149.33,1806800
47.65,3839337
10.45,2563888
3000,1740634
2153.25,4369225
350,357359
1299.64,3901296
51444.75,1784698
10.45,4852468
300,3029713
10.6,4680426
202.8,1434002
1000,2784815
920,2026285
7000,3307163
11900,3399547
900,1502359
3800,306064
2.6,2634008
21,755482
3.1,4384096
1000,1967856
37.5,1206527
1.2,2111639
49.22,4093356
9.6,2892412
75,1934387
700,2774536
37.5,2890724
29.53,3433401
116.78,2742501
55,3190205
31,2060262
386.5,4791613
187.48,1568181
0.01,4333125
500,2571924
334.04,296247
60,3326071
224.4,2824536
500,3351286
35.79,3945419
350,4523234
10.45,574409
10000,2135039
1.2,3081812
87,3949069
12.8,2122500
1270.3,3896445
1200,4739963
2.6,4530404
372.94,893886
23809.25,4470992
2158,4225079
5000,3910258
223.6,3413271
898.6,3200775
2621.81,2247714
2000,4488002
1.2,1044717
594.27,3194519
95,2841697
603.3,4555953
1.2,3369420
15,4731294
280,2030208
19.69,3438840
300,1766510
998.8,3822487
493.7,4035445
37.5,4896370
41.6,3298309
60.71,2575743
274.76,1887588
1186.5,4512575
280,4357333
1.81,3470583
71.52,2632416
350,2520318
75,829564
261.25,2785180
10.45,2584914
4.8,54149
200,4639928
942.93,2894454
52.35,3967069
54.95,3603956
78.02,3259487
69,115803
360,1468952
1000,33266
400,1714838
42.5,3657589
5160,4814373
89.35,1570668
1.2,4044228
2506.3,3721783
237.06,840236
3313,2794089
373.49,4204651
149005.24,4449603
2987.2,1875538
3500,3754117
1.2,3674880
2387,1940180
1.2,1844564
0.19,1368760
50,2960520
1.2,145795
594.27,880654
3898.6,2633712
2919,4162894
1188.74,4670978
10.45,1379547
5706.04,2626244
898.6,3897473
24000,1080616
21320.75,3244711
10.45,3821746
3000,4001904
50,1660296
6.4,3473277
9373.35,1271176
243.79,3829663
890,814048
350,2481802
233.37,3448928
3880,2616301
125,3825773
4.8,1446913
100,1100926
1222,653807
150,1831874
100,3798614
5000,1375782
375,1494389
300,4180728
250,648157
10.45,4765161
6.71,977351
98.45,4658652
52.35,4846624
1.2,1180411
6272,2810297
212.95,4769530
31.98,2897692
1555.57,2180366
15.8,4096753
37.5,3939733
52,2944475
1687,2870718
15622.58,1773500
6.9,2464433
19.5,867095
120,2684206
201.2,629376
22.7,96431
12791.45,521235
176.18,3481184
2600,1383466
1800,2542918
1804.95,219102
500,595860
2400,4374958
1.2,2451698
1500,427116
10.45,4957482
6500,3196944
3.1,4625728
49,1377866
18.5,2036464
280,403891
2.6,1556903
37.5,2997614
277.5,2918963
52,4852516
285,2938789
2670,4384042
27.5,609634
3.1,4213579
100,1592463
2000,4727577
386.5,762669
2.6,228860
1000,291805
5.2,2491331
20,4771543
2.6,373816
10000,368
7.8,2619582
2348,4679625
4.8,1129816
84.29,180426
1.5,2319401
150,1803312
3447.76,449081
3000,1306141
1.2,4350533
55.92,988778
3500,4612634
1.2,4077414
105000,1026083
2520,4524271
1253.51,4146038
4127.79,2635696
4.8,893965
898.6,4075178
1200,2875148
1.2,1709429
1.2,1966443
180,2212294
2900,4871583
140,4674196
52.35,4169242
10.45,839065
7000,4148636
1805.38,3789172
2000,3953393
1.2,1842796
1014.71,351414
1688.6,442034
1500,2531876
1.2,3445357
1568.63,4415545
10.45,4859680
350000,2434901
1659.97,4771074
18,3763661
4.8,117492
145.72,3851412
240,383275
1078.72,4629337
137.83,4766399
10,4783271
666.68,3992911
42,2038892
412.51,4569782
1,2360649
849,4382248
140,3991688
19.25,3934066
220,3982858
387.8,4070693
80,4198386
2.2,385608
19.69,2266478
52,3852607
10,392838
72,4582600
360,150141
54.6,2756112
21,1166642
126.33,704958
1700,4913439
125,2723521
35.79,4122105
3,2590085
661,2192019
120,4712462
2500,3426142
0.39,4018856
32.94,2440408
1,2737025
1015,3215056
1.5,4208533
2195.13,4425859
37.5,4312412
200,2388005
10.45,74536
10.45,3734997
4500,3367684
10.45,2168249
594.27,3835586
300000,2785819
1328.17,1743365
2568.18,1218126
3000,4940010
1.2,2102897
4.8,78578
1,68714
50,3165745
21,3025041
500,2881774
31.23,3096005
40,1620406
3.1,1838423
20,2387481
0.35,4268252
21,3660946
2.6,1156478
55,3282407
50,2802448
2.6,3096619
3174.12,4722023
6.73,4392824
7,2860569
4016,1970978
6694,3190778
1000,3314728
10.45,4888148
100,3407785
20,2527538
3000,3388962
2612.5,4884610
1.2,4392778
150,2723194
598.92,3799649
522,3828886
28.25,2832230
800,3844293
10,4543117
1613,439089
594.27,3445211
50.82,3421347
10.45,3735797
2.6,2597908
58.47,1459827
3500,2145045
3.1,2850661
1000,3627825
4.8,743163
40.1,4170011
898.6,4452926
10.45,4553318
406.88,3619635
352.8,794795
7000,1617003
16118.82,1861214
594.27,3913071
1232.57,4082058
10.45,1315287
1.2,1082072
100,4994754
10,2905542
4.8,3637041
1.2,3152291
350,3434048
1.2,1876900
463.4,3933437
77733.85,1924431
5027.07,4575626
39356.93,2139387
3300,2410757
16960,427256
42,3222905
43.12,1247192
1.2,4996537
365.75,1314809
35,1222555
0.44,1798140
520,289579
98.45,1776042
300,2827903
0.83,1160352
0.03,3383819
52.35,2683418
200,715493
35,4145318
12.91,1921447
99,4656074
9822.91,3070298
5040,642973
523.55,4196942
52,2111546
75,3408068
627,469607
742.41,4982110
300,2621070
525,2534645
60,2360273
500,840990
1000.13,1538640
7.61,732969
1.2,1590536
10.45,1651629
2000,1554850
1.2,1681829
1.2,629840
46390,2963919
10,4595911
70,688634
30,163329
60,4511363
1.2,1327814
1694.85,1320045
14.4,3784126
1100,3707696
49,1574279
143.58,28009
7.61,3117074
207,4036422
78.76,1402849
0.03,190774
69,2490348
600,4784971
54.95,2473427
1.2,1270242
1.2,4144120
223.83,2601456
594.27,6700
21,3193392
1667,2591875
4.8,4029844
377.5,2147786
250,3182405
7872,1685284
0.1,3368828
26,2867258
102,1526051
1.2,2330974
1645,1148910
594.27,3524976
594.27,2302110
1000,1391546
11400,2846070
2793.68,4628090
11.5,3155596
1800,3574863
10301.71,2120711
10.45,2002509
1660.66,4920064
2732.9,2050288
1.2,4884749
8700,962323
1.2,4404176
7700,4310735
10.45,537476
18334.35,4169961
8800,2370052
3257.14,2621504
73.57,2037923
2670,4753890
500,253367
45.5,321008
1000,4816613
1400,3697054
280,4927679
1000,4767477
1896.15,1671483
180.85,2218576
1000,266692
3500,185139
1.2,4348972
10.45,1569802
53200,682502
1010,2681201
21.83,4158078
3000,4502169
186.26,4254544
15000,4984770
75,815622
2.6,1309601
3175,4849895
811.28,275071
327,2320555
3720.29,2559649
19.25,2091512
19.69,2881191
75,1731150
231.72,4040551
280,2838694
50,325267
364.31,2354285
150,1315966
164.12,3818888
50.01,784894
38.76,1469151
373.49,2117098
2000,1614361
109.79,4930960
2220,2626016
42,4397902
1.2,1374732
1815.57,512228
606.75,4665357
317.68,651406
1000,1668329
19.69,3649855
7500,264807
11000,3751974
750,1176053
2500,446499
20,7710
19.69,3743290
410,3723414
60,280407
546.37,3734182
103.79,4909593
10,1993742
5,4024103
2.6,4213533
7,1902953
10.45,1373899
563.04,2260909
426524,1159210
28280,2583917
10771.24,2849704
1.2,2158982
1050,2900120
350,4178122
3135,969792
1398.6,2728034
408.04,2150015
37.5,695142
700,3593937
15.5,3325358
14800,1960663
0.6,2385538
2480.8,4368831
79.31,3805442
5.2,1196448
10.1,3027872
19.69,1338522
153.41,4098274
15200,3542546
600,115395
1320,1228247
15300,2698802
1.2,399205
4.8,2405770
1571.43,1157199
1000,3688014
31.77,4444134
84,629705
1.2,2364644
10.45,2502773
1.2,4996326
6000,908930
2000,2154497
10.45,1296145
5000,3055741
4000,849706
500,4385839
1945,755496
350,4104114
900,4869258
1800,2061833
69.5,2652732
86,2796354
4.8,2910099
2.6,3871147
54.6,3496999
4024.25,2033269
3.1,1806972
3.1,98853
1926.09,550568
5000,1939212
1000,4716310
1.2,752815
10.45,949006
10.45,4792973
1.2,4431149
2976.37,4449380
4496.68,853172
3000,25573
185.48,4399742
7.56,2070421
10.45,1830612
2800,4838015
215.45,2399651
1787.5,2689411
750,1721338
4.1,4034202
5012.22,3575087
435.05,2010350
19.69,4151985
5.82,844504
42.89,2987002
6926.2,216419
10.45,1623512
55.58,3509505
1.2,4871701
500,3771324
54.95,3822815
2500,4497778
748.5,1004163
1.2,2061285
1.41,1307457
3.6,4109808
42,2531331
81.5,4209509
594.6,1805396
280,1024250
752.53,3162534
37.5,2505083
1.2,1575552
21,1337144
4.8,4457083
2000,1777018
5522,179091
350,198474
99,478477
52,2133698
16317.74,3457314
2,2543684
243.88,2480605
170,3291843
89.35,3295178
66.46,1878146
19.25,3188187
500,3988114
250,3925600
250,282667
52,309087
19998,452472
89.74,1719954
2.6,4071516
841.09,3243273
2.6,1593143
258.92,2461515
1.2,2447283
200,306154
3500,4574249
69,2124739
79.55,4005540
500,1158346
519.5,3211346
35.79,2548736
10,1225524
80,4998474
2.6,2031571
60,4291913
29.49,3650410
533,209064
18.5,3138158
4.8,1651778
1.5,4821685
2.6,3309689
10.45,1877377
299.2,810494
39.38,4383325
60,3602351
1.75,2120482
10,3061903
155.52,2162258
176.9,1693212
15000,4594144
2059.69,3209329
1.2,137180
1.2,926004
25530.68,1451185
1.2,2843609
10.45,1254115
5000,1866484
10.45,2344631
171.49,3088619
10431.52,341753
10.45,1228042
2616,2229032
132.81,1271447
594.27,1864704
1400,3092039
1.2,1219390
5031,3660851
3900,2858632
4.8,2701176
0.01,745455
2000,654823
432,282196
13000,412736
300,1944045
1000,2613355
19.69,961401
300,3127857
10,4838414
150,3910306
300,4191273
52,4996523
1222,1027836
1.5,467540
898.6,2263640
10.45,40396
10753.14,2392313
10.45,2078037
2950,4041699
250,1913688
140,2566579
386.8,2780788
720.44,2437130
69,276653
1000,2899706
3175,1186572
982.65,3931469
3004.17,527670
52,3784421
10000,2746246
350,4185307
600,4884691
1.8,680871
30000,4074976
1.2,2670287
898.6,4594393
1.2,2409959
1.2,4457773
1.2,2956600
1307,3842796
5743.43,3881622
10.45,4989582
3600,2758692
84,3781509
4.8,1440052
346.06,4584792
7,391426
11.64,4841516
1000,2135096
1.2,2381216
81.52,4935540
18.11,2584202
50,2913888
197.47,2639127
1.5,3907826
10.45,2695808
19.69,1988021
3200,1331638
36.3,2755805
462.5,3569641
2.95,2291065
10.45,3638257
594.27,711355
6.2,759846
1.2,1331972
594.27,831781
1.2,2005312
5518.35,2449872
2696,4911411
1165.62,30686
84,591591
52,682398
440,910915
10.45,3208274
140,2185427
1156.11,1379371
2670,4938661
60,4143506
4.8,1863545
120,2393878
15.05,831245
1.2,365579
43,4370866
10.45,2490665
89.16,3564978
300,1944213
15.5,2624939
6760,4516117
340,3134787
295.32,2282335
36.93,2249772
500,537454
14.78,3286977
1000,212569
2192.43,877569
750,4360038
2.6,587904
120,3424578
1250,2308175
4.8,2460982
236.3,2645755
500,2148339
3.1,4825969
88,3104285
247.47,2036273
2494.4,1468233
7,3081037
20,4050904
141.85,3290981
3175,4756142
138.19,1305533
1.2,1058295
3200,4542383
360.8,211062
1.2,4835664
10.45,560917
6600,1572884
3571.43,1071886
10.45,2766566
10.45,4452820
10.45,2576021
900,1589986
1.2,1547128
1.2,568465
60,2139571
118.84,3569158
3.5,718127
1099.52,1497502
449.55,2477922
7,4691379
75,1117183
317.49,4499043
10000,3975247
1.2,374413
19.07,732105
782.84,2160992
45000,2747389
151.59,4004001
10.45,4498736
700,1008857
1040,3101263
37.5,3102900
242.5,1333543
450,2403009
1000,2432872
590.4,3862877
113911.46,442989
133033,656439
4871.48,2864354
4.8,501151
4.8,3423997
279.91,3109732
59.88,4276664
500,408036
0.46,2532165
3065.1,2116378
19.25,184335
88,2460771
10,165830
10.45,3395894
3010.16,1503735
1.2,3161166
10.45,4802417
4700,1577827
1662.5,3887341
1687,2199725
54.95,454634
10.45,4646707
10.45,3214400
1.2,1356362
10.45,616028
1.2,4759399
1358,436871
10.45,1592844
1.2,1461736
20000,4354401
58195.05,2303178
3571.43,1713897
1.2,2855474
258.53,1561917
4.8,3096309
19.23,1385094
1.2,2262381
60,4424027
1850,1603535
19.69,1488224
1360,2732529
4.03,2859683
50,2912234
100,2656014
753.23,2300611
30.65,2126143
14,2153624
2556.73,967389
3000,47321
1000,4795104
2.6,3917181
0.3,4282887
2.6,1794998
2670,2954111
84,4843806
10.45,3092836
0.02,2151586
1.2,3521783
107.66,2709191
5.64,3689326
30,4387191
100,2775515
173.41,4789494
5137.5,812349
196.73,2667154
196.74,1458140
1.5,2934933
35,278873
11.05,609645
84,3187024
39.38,2415287
55,961403
19.69,3143235
300,2861035
21,2477232
277.2,4237539
61.3,2536370
892.85,2555107
245.96,2961927
24.78,3956652
898.6,4812765
10.45,3083311
1377,2998729
300,2706969
79,3773452
10.45,4511777
1500,1098887
2000,1760516
10.45,2535969
11,591489
1.8,4796420
1000,4734855
1.2,3793534
68,2485254
6867.17,879360
11047.38,3364161
0.01,3615325
10,707032
7,1141757
1300,2945877
1050,3028400
1100,2688533
286.42,951451
118.14,2773603
4.8,198334
50,2338678
1001,889555
16.12,2641990
383.66,326111
898.6,4053258
12383.36,4423168
1.2,171189
1000,4775760
4.8,2740120
4.5,2934079
3124.51,3685291
1000,255778
10.45,1682435
100,1707219
2.6,1082856
300,2138825
47.43,4487848
1.2,4402851
1040,2386048
39.01,3511258
19.69,2653686
85,4587355
1.25,1728016
52,4279485
1005.05,2973340
1294.27,562339
698.36,1717627
3621.64,4225097
898.6,3526301
10.45,4216867
1.2,3943962
324.6,2708485
10500,4889644
400,2914934
10.45,4130891
40000,2742368
10.45,148034
1500,879587
1.2,3286343
500,3077325
82.38,2428236
31.68,1352081
200,585272
10000,4250720
2000,4870326
10.45,4445725
1.2,3607033
10,398896
10.45,837161
1616.27,1294241
7400,1210488
218.39,2186567
2000,4045468
10.45,787109
40000,1633151
1.2,3706843
1176.46,1020654
11000,3649528
59.8,2724426
25000,1373956
20,1811778
161,784168
